year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
2023,5,Thursday,Summer,Evening (6pm-10pm),Brazil,Rural,36,Extortion,6.2,4,Male,Under 18,0,0,3005.65,,Convicted,Open - Cold Case,Anonymous Tip,86.4,3,16,Yes,Yes,Yes,Partial Coverage,Partially Lit,3,80.2,Yes
2021,9,Sunday,Summer,Late Night (2am-6am),USA,Suburban,997,Fraud,3.8,1,Male,26-35,0,0,1471.25,Firearm,Arrested,Closed - Solved,Community Report,31.1,2,21,No,Yes,No,No Coverage,Partially Lit,3,46.8,No
2021,8,Saturday,Spring,Night (10pm-2am),Turkey,Rural,71,Burglary,6.0,1,Male,36-45,0,0,659.87,,Unknown,Open - Active,Police Station,47.2,10,7,No,No,No,Full Coverage,Partially Lit,2,80.8,No
2021,3,Tuesday,Autumn,Night (10pm-2am),Australia,Suburban,382,Fraud,3.5,1,Male,65+,0,0,1160.38,Vehicle,At Large,Closed - Solved,Emergency Call,10.1,2,8,No,No,Yes,Partial Coverage,Poorly Lit,1,54.3,No
2024,6,Friday,Spring,Afternoon (12pm-6pm),Brazil,Remote,38,Vandalism,3.5,2,Male,26-35,0,0,42.32,Firearm,Arrested,Open - Cold Case,Police Station,32.2,3,82,No,No,No,Full Coverage,Well Lit,3,57.0,No
2021,10,Monday,Winter,Late Night (2am-6am),Brazil,Urban,2408,Theft,2.7,1,Male,26-35,0,0,246.32,,Convicted,Closed - Unsolved,Police Station,36.6,3,28,Yes,No,Unknown,Partial Coverage,Partially Lit,1,20.1,No
2023,1,Monday,Winter,Afternoon (12pm-6pm),Brazil,Suburban,576,Fraud,5.1,1,Male,36-45,0,0,5404.2,,Arrested,Closed - Unsolved,Emergency Call,27.4,1,12,Yes,No,No,Full Coverage,Well Lit,3,77.5,No
2024,3,Monday,Winter,Evening (6pm-10pm),Brazil,Urban,968,Drug Offense,5.8,3,Female,26-35,0,0,12.41,Knife,Convicted,Closed - Solved,Emergency Call,17.9,10,21,Yes,No,No,No Coverage,Well Lit,4,72.6,No
2020,10,Thursday,Autumn,Night (10pm-2am),Pakistan,Urban,2340,Theft,3.1,2,Male,36-45,0,0,48.13,,At Large,Closed - Solved,Online Portal,5.0,3,22,No,No,No,Full Coverage,Well Lit,2,66.3,No
2024,12,Friday,Winter,Evening (6pm-10pm),Nigeria,Urban,1765,Murder,9.3,2,Male,18-25,0,2,337.55,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,27.0,2,8,No,Unknown,No,Partial Coverage,Well Lit,9,64.8,Yes
2024,7,Monday,Autumn,Evening (6pm-10pm),Egypt,Urban,1426,Theft,2.8,5,Female,36-45,0,0,244.05,,Under Investigation,Closed - Unsolved,Emergency Call,18.5,4,20,Yes,No,Unknown,No Coverage,Poorly Lit,0,60.0,Yes
2024,7,Saturday,Spring,Morning (6am-12pm),Brazil,Suburban,481,Fraud,3.1,1,Unknown,46-55,0,0,9166.95,,At Large,Open - Active,Community Report,13.1,2,25,Yes,No,No,Partial Coverage,Partially Lit,4,55.9,No
2021,2,Monday,Spring,Night (10pm-2am),Mexico,Suburban,266,Robbery,8.9,1,Female,18-25,3,0,1099.2,,Arrested,Open - Active,Police Station,42.6,4,4,No,No,No,Partial Coverage,Poorly Lit,1,81.1,Yes
2023,3,Wednesday,Summer,Night (10pm-2am),Nigeria,Rural,159,Robbery,7.0,2,Male,36-45,0,0,185.44,,Arrested,Open - Active,Emergency Call,37.1,2,26,Yes,No,Yes,Full Coverage,Partially Lit,2,36.1,Yes
2023,7,Saturday,Summer,Morning (6am-12pm),USA,Rural,128,Theft,4.1,1,Female,18-25,0,0,202.72,,Arrested,Open - Active,Police Station,67.5,6,21,No,No,No,Partial Coverage,Well Lit,3,33.5,No
2024,12,Sunday,Winter,Night (10pm-2am),USA,Urban,1579,Fraud,5.0,1,Male,36-45,0,0,1161.61,Unknown,Arrested,Closed - Solved,Police Station,24.2,1,25,No,No,No,Partial Coverage,Well Lit,4,54.9,No
2021,6,Friday,Autumn,Afternoon (12pm-6pm),South Africa,Rural,53,Cybercrime,5.0,2,Female,65+,0,0,365.81,,Arrested,Open - Active,Emergency Call,27.5,1,54,No,No,No,Partial Coverage,Partially Lit,0,76.3,Yes
2023,7,Tuesday,Spring,Evening (6pm-10pm),India,Suburban,353,Drug Offense,4.3,1,Male,26-35,0,0,10.43,,At Large,Closed - Solved,Emergency Call,13.9,5,64,Unknown,Yes,No,Partial Coverage,Partially Lit,0,65.7,No
2022,10,Thursday,Spring,Evening (6pm-10pm),South Africa,Suburban,273,Theft,3.6,1,Female,36-45,0,0,340.72,Knife,At Large,Closed - Solved,Police Station,15.6,3,12,Yes,No,No,Full Coverage,Well Lit,6,34.8,No
2021,9,Sunday,Autumn,Afternoon (12pm-6pm),Nigeria,Rural,203,Murder,8.8,1,Male,36-45,3,3,39.19,,Arrested,Open - Active,Online Portal,49.9,2,59,Yes,Unknown,Yes,Full Coverage,Partially Lit,1,78.4,No
2022,8,Monday,Autumn,Evening (6pm-10pm),USA,Urban,1742,Fraud,4.8,1,Female,36-45,0,0,2281.77,,At Large,Open - Cold Case,Police Station,60.1,1,22,No,Unknown,No,Partial Coverage,No Lighting,2,26.0,No
2023,6,Monday,Autumn,Afternoon (12pm-6pm),Mexico,Urban,3467,Assault,7.9,1,Male,36-45,1,0,59.23,Chemical,Convicted,Pending Trial,Police Station,20.2,1,149,No,No,No,No Coverage,Partially Lit,2,53.3,Yes
2022,12,Sunday,Spring,Morning (6am-12pm),UK,Rural,98,Theft,2.4,2,Female,26-35,0,0,139.15,Unknown,At Large,Open - Cold Case,Emergency Call,114.5,2,68,Unknown,No,No,Full Coverage,No Lighting,1,54.6,No
2022,4,Thursday,Winter,Evening (6pm-10pm),UK,Suburban,294,Sexual Assault,9.3,1,Male,46-55,2,0,108.2,,Arrested,Open - Cold Case,Community Report,32.0,5,32,No,Yes,No,Partial Coverage,Partially Lit,2,48.2,No
2024,10,Friday,Spring,Night (10pm-2am),Pakistan,Urban,4841,Robbery,7.0,1,Male,36-45,0,0,3214.17,,Under Investigation,Closed - Solved,Police Station,9.8,2,24,Yes,No,No,Full Coverage,Poorly Lit,4,31.8,Yes
2022,9,Sunday,Autumn,Evening (6pm-10pm),Canada,Suburban,131,Assault,5.9,1,Female,18-25,0,0,707.79,Firearm,Convicted,Closed - Solved,Community Report,31.4,8,15,Unknown,Yes,No,Full Coverage,Partially Lit,1,48.7,No
2023,7,Saturday,Autumn,Evening (6pm-10pm),France,Suburban,607,Sexual Assault,7.8,1,Male,Under 18,2,0,429.7,Knife,Convicted,Closed - Solved,Police Station,66.2,4,20,Yes,Yes,No,Partial Coverage,Poorly Lit,0,62.0,No
2022,5,Friday,Spring,Night (10pm-2am),Brazil,Urban,2273,Robbery,7.0,1,Male,56-65,2,0,445.45,Firearm,At Large,Closed - Solved,Emergency Call,18.8,1,5,No,Unknown,Yes,No Coverage,Well Lit,2,51.1,No
2022,2,Sunday,Summer,Late Night (2am-6am),Pakistan,Rural,127,Fraud,4.4,2,Male,36-45,0,0,191.76,Knife,Under Investigation,Pending Trial,Anonymous Tip,66.2,3,38,No,No,No,Full Coverage,No Lighting,5,64.2,No
2023,9,Thursday,Summer,Night (10pm-2am),Pakistan,Urban,1481,Theft,2.8,1,Male,26-35,0,0,1621.79,Knife,Acquitted,Open - Active,Emergency Call,30.0,2,14,No,Unknown,Yes,Partial Coverage,Partially Lit,2,36.0,No
2024,7,Tuesday,Autumn,Night (10pm-2am),Canada,Rural,24,Sexual Assault,9.0,1,Male,18-25,4,0,74.82,Knife,Under Investigation,Open - Cold Case,Police Station,50.9,3,35,Yes,No,Yes,No Coverage,Poorly Lit,1,33.9,No
2022,9,Thursday,Autumn,Morning (6am-12pm),Germany,Remote,20,Theft,2.1,1,Male,36-45,0,0,2673.54,,Arrested,Pending Trial,Emergency Call,82.1,3,12,Yes,Yes,No,Partial Coverage,Poorly Lit,2,67.6,No
2023,11,Tuesday,Spring,Late Night (2am-6am),USA,Urban,2254,Robbery,7.0,3,Female,56-65,3,1,165.26,Knife,Convicted,Closed - Unsolved,Emergency Call,38.0,5,47,No,No,Unknown,Partial Coverage,Partially Lit,1,26.1,No
2020,9,Wednesday,Winter,Morning (6am-12pm),Pakistan,Rural,172,Assault,5.8,1,Male,26-35,4,0,551.32,Knife,Convicted,Closed - Solved,Community Report,35.4,4,55,Yes,No,Yes,No Coverage,Well Lit,1,62.0,Yes
2021,10,Saturday,Summer,Afternoon (12pm-6pm),USA,Urban,1879,Assault,7.3,2,Male,46-55,0,0,319.0,,Unknown,Closed - Solved,Police Station,6.8,2,46,Yes,No,No,Partial Coverage,Well Lit,1,54.1,No
2022,5,Saturday,Summer,Afternoon (12pm-6pm),South Africa,Urban,899,Burglary,4.4,1,Male,56-65,0,0,30.8,Blunt Object,At Large,Closed - Solved,Police Station,11.5,3,41,No,Yes,No,No Coverage,No Lighting,2,43.9,Yes
2020,7,Sunday,Autumn,Morning (6am-12pm),USA,Remote,30,Arson,8.8,2,Female,65+,1,0,140.07,Unknown,Unknown,Open - Active,Police Station,67.6,3,3,Yes,No,Unknown,No Coverage,Partially Lit,3,61.8,No
2021,5,Tuesday,Summer,Night (10pm-2am),Pakistan,Suburban,250,Theft,2.5,3,Male,26-35,0,0,444.42,,Acquitted,Open - Active,Police Station,10.9,2,35,No,No,No,Full Coverage,No Lighting,0,30.8,No
2022,3,Wednesday,Autumn,Evening (6pm-10pm),Mexico,Rural,100,Assault,6.1,2,Female,26-35,0,0,39.29,Blunt Object,Convicted,Open - Active,Police Station,48.9,4,16,No,No,No,Partial Coverage,Poorly Lit,4,41.0,No
2020,10,Tuesday,Winter,Evening (6pm-10pm),Australia,Suburban,259,Theft,2.6,1,Unknown,18-25,0,0,246.34,Knife,Arrested,Open - Cold Case,Police Station,32.1,4,28,No,No,No,Full Coverage,Partially Lit,1,41.9,No
2021,8,Sunday,Summer,Night (10pm-2am),Mexico,Rural,114,Domestic Violence,5.9,3,Female,36-45,0,0,595.31,Knife,Convicted,Closed - Solved,Police Station,26.2,1,21,Unknown,Unknown,No,Partial Coverage,Partially Lit,0,50.8,No
2022,8,Thursday,Winter,Night (10pm-2am),Pakistan,Urban,2933,Drug Offense,6.3,1,Female,46-55,0,0,7.3,,Convicted,Closed - Solved,Anonymous Tip,14.4,1,14,Unknown,Unknown,Yes,Partial Coverage,Partially Lit,1,71.3,No
2023,9,Friday,Spring,Evening (6pm-10pm),India,Suburban,339,Theft,3.4,1,Female,26-35,0,0,437.61,Blunt Object,Acquitted,Closed - Unsolved,Community Report,17.8,1,18,Yes,Yes,Yes,Full Coverage,Partially Lit,4,44.1,No
2024,11,Wednesday,Winter,Evening (6pm-10pm),India,Urban,6714,Assault,5.5,3,Male,36-45,3,0,80.5,,At Large,Closed - Solved,Police Station,10.4,3,45,Unknown,No,Unknown,No Coverage,Well Lit,1,62.2,Yes
2023,12,Thursday,Summer,Evening (6pm-10pm),Mexico,Rural,187,Fraud,3.2,3,Male,18-25,0,0,7275.44,,Unknown,Open - Active,Police Station,67.3,10,95,No,No,Yes,Full Coverage,Well Lit,5,38.7,No
2022,6,Thursday,Winter,Morning (6am-12pm),South Africa,Suburban,559,Fraud,3.9,1,Male,36-45,0,0,14715.12,Knife,Convicted,Closed - Solved,Police Station,35.7,6,30,No,No,Yes,Partial Coverage,No Lighting,3,46.4,No
2024,2,Friday,Winter,Late Night (2am-6am),India,Urban,1057,Robbery,8.8,1,Male,56-65,4,0,547.4,Blunt Object,Under Investigation,Open - Cold Case,Emergency Call,42.2,3,251,Yes,No,Unknown,No Coverage,Partially Lit,5,36.9,No
2023,3,Saturday,Summer,Night (10pm-2am),Australia,Suburban,723,Burglary,6.5,1,Male,46-55,0,0,1291.46,Blunt Object,Convicted,Open - Active,Police Station,24.7,2,16,No,No,No,No Coverage,Poorly Lit,5,69.3,No
2021,11,Sunday,Summer,Evening (6pm-10pm),France,Suburban,483,Domestic Violence,6.3,1,Male,36-45,3,0,20.13,,Under Investigation,Closed - Solved,Anonymous Tip,56.6,4,127,No,Yes,No,No Coverage,Partially Lit,2,61.8,Yes
2020,12,Wednesday,Spring,Afternoon (12pm-6pm),USA,Urban,1158,Assault,6.4,1,Female,36-45,0,0,131.37,,Convicted,Open - Active,Emergency Call,25.4,2,14,Unknown,Yes,No,Full Coverage,Partially Lit,2,42.6,No
2023,10,Friday,Spring,Afternoon (12pm-6pm),USA,Rural,203,Sexual Assault,9.7,1,Female,46-55,2,0,814.4,Knife,At Large,Open - Active,Emergency Call,41.9,1,29,No,No,Yes,Full Coverage,Well Lit,1,31.8,No
2023,11,Friday,Summer,Evening (6pm-10pm),Egypt,Rural,93,Assault,6.8,1,Female,26-35,1,0,77.28,Unknown,Under Investigation,Closed - Unsolved,Emergency Call,71.7,3,16,No,No,Yes,Partial Coverage,Partially Lit,4,52.2,Yes
2023,6,Thursday,Autumn,Morning (6am-12pm),Pakistan,Urban,2443,Fraud,6.5,1,Male,46-55,0,0,798.06,Unknown,At Large,Closed - Solved,Police Station,4.3,2,24,Yes,No,No,Full Coverage,Partially Lit,1,59.5,Yes
2023,1,Wednesday,Spring,Evening (6pm-10pm),South Africa,Rural,138,Cybercrime,4.5,2,Male,26-35,0,0,1300.1,Unknown,Unknown,Open - Cold Case,Community Report,54.8,1,68,No,Yes,Yes,Full Coverage,Poorly Lit,5,56.1,No
2023,2,Saturday,Winter,Evening (6pm-10pm),Australia,Rural,70,Domestic Violence,5.6,1,Male,46-55,3,0,93.77,,Unknown,Closed - Unsolved,Police Station,15.4,4,32,No,Yes,Yes,Full Coverage,Well Lit,3,31.7,Yes
2024,8,Saturday,Spring,Morning (6am-12pm),Pakistan,Urban,1410,Drug Offense,6.2,1,Unknown,26-35,0,0,54.67,Blunt Object,Unknown,Closed - Solved,Police Station,12.3,3,25,No,No,Yes,No Coverage,No Lighting,5,35.4,No
2022,11,Friday,Autumn,Night (10pm-2am),Pakistan,Urban,8709,Murder,9.1,1,Female,56-65,0,2,298.94,Blunt Object,Under Investigation,Closed - Solved,Police Station,27.7,2,124,No,Unknown,Yes,Partial Coverage,Partially Lit,1,70.9,No
2020,8,Friday,Summer,Night (10pm-2am),Nigeria,Rural,134,Fraud,5.7,1,Female,65+,0,0,937.4,Unknown,Unknown,Open - Cold Case,Emergency Call,18.5,3,11,Yes,No,No,No Coverage,Well Lit,1,65.9,Yes
2024,6,Sunday,Autumn,Evening (6pm-10pm),India,Rural,88,Fraud,3.6,1,Male,26-35,0,0,308.01,,Acquitted,Open - Active,Emergency Call,140.3,1,9,No,No,No,No Coverage,Partially Lit,1,30.1,Yes
2021,3,Tuesday,Summer,Afternoon (12pm-6pm),Pakistan,Rural,36,Theft,3.9,1,Male,36-45,0,0,179.57,Knife,Acquitted,Closed - Solved,Police Station,40.8,1,6,No,Yes,Yes,Full Coverage,No Lighting,2,55.7,No
2023,2,Friday,Spring,Night (10pm-2am),India,Rural,39,Burglary,5.1,2,Male,18-25,0,0,73.41,Firearm,Convicted,Closed - Unsolved,Police Station,51.3,3,27,No,No,Yes,Partial Coverage,Partially Lit,4,68.9,No
2024,6,Monday,Autumn,Afternoon (12pm-6pm),Brazil,Urban,2839,Drug Offense,5.0,2,Male,26-35,0,0,65.43,Vehicle,Arrested,Closed - Unsolved,Online Portal,5.2,2,29,Yes,No,No,Full Coverage,Well Lit,3,53.3,Yes
2023,1,Friday,Spring,Morning (6am-12pm),Canada,Urban,1591,Theft,4.0,2,Female,65+,0,0,314.81,Firearm,Convicted,Open - Active,Police Station,17.8,2,3,Unknown,No,No,Partial Coverage,Well Lit,4,67.3,No
2023,10,Wednesday,Autumn,Evening (6pm-10pm),Brazil,Remote,24,Theft,3.8,3,Male,18-25,0,0,450.15,,At Large,Closed - Solved,Emergency Call,127.2,2,9,No,No,No,Partial Coverage,Well Lit,3,83.1,Yes
2022,6,Wednesday,Winter,Late Night (2am-6am),Pakistan,Urban,1963,Theft,3.9,1,Male,26-35,0,0,555.16,Unknown,Under Investigation,Closed - Solved,Police Station,3.1,3,22,No,Unknown,No,No Coverage,Well Lit,1,51.7,Yes
2022,9,Sunday,Autumn,Morning (6am-12pm),India,Urban,3341,Assault,7.9,5,Male,36-45,4,0,82.74,Firearm,Arrested,Closed - Unsolved,Police Station,9.3,3,89,Unknown,Yes,No,Full Coverage,Poorly Lit,1,44.9,No
2022,7,Saturday,Winter,Night (10pm-2am),Brazil,Remote,26,Kidnapping,8.4,2,Male,Under 18,3,0,105.97,Blunt Object,Arrested,Open - Active,Emergency Call,72.8,3,227,No,Unknown,No,Full Coverage,Partially Lit,5,60.3,Yes
2023,9,Friday,Winter,Evening (6pm-10pm),Egypt,Remote,51,Drug Offense,5.9,1,Male,36-45,0,0,64.76,Unknown,Convicted,Closed - Solved,Police Station,105.8,1,93,No,No,No,Full Coverage,No Lighting,1,56.8,No
2023,2,Tuesday,Winter,Evening (6pm-10pm),Canada,Suburban,476,Robbery,7.8,1,Unknown,18-25,0,0,199.36,,At Large,Pending Trial,Emergency Call,14.0,1,387,Unknown,No,No,Full Coverage,Partially Lit,0,33.4,No
2023,11,Friday,Autumn,Late Night (2am-6am),France,Rural,69,Theft,3.2,4,Female,36-45,0,0,661.84,,Arrested,Closed - Unsolved,Emergency Call,25.8,2,16,Unknown,No,No,Partial Coverage,Poorly Lit,1,70.9,No
2021,5,Wednesday,Winter,Late Night (2am-6am),South Africa,Rural,79,Murder,9.7,1,Female,46-55,4,3,219.61,Knife,Under Investigation,Closed - Solved,Community Report,107.9,5,53,No,No,No,No Coverage,Well Lit,4,61.2,No
2022,9,Sunday,Winter,Evening (6pm-10pm),Canada,Urban,1652,Arson,7.1,1,Female,18-25,1,0,525.88,,Under Investigation,Closed - Solved,Police Station,29.1,1,59,Unknown,No,No,No Coverage,Partially Lit,3,77.2,No
2023,7,Sunday,Autumn,Night (10pm-2am),Australia,Rural,58,Fraud,5.8,2,Male,18-25,0,0,7418.18,Knife,At Large,Closed - Unsolved,Emergency Call,56.5,4,13,Yes,No,Yes,Partial Coverage,Partially Lit,2,42.5,No
2022,9,Tuesday,Winter,Afternoon (12pm-6pm),France,Rural,86,Cybercrime,3.9,2,Male,18-25,0,0,15132.82,,Unknown,Closed - Unsolved,Online Portal,53.6,5,49,No,No,Yes,Full Coverage,Well Lit,0,59.6,No
2022,11,Tuesday,Spring,Evening (6pm-10pm),Germany,Suburban,506,Domestic Violence,5.4,2,Female,18-25,2,0,35.46,Knife,Arrested,Open - Cold Case,Emergency Call,16.7,1,17,Yes,Unknown,No,Full Coverage,Well Lit,1,56.7,No
2023,6,Saturday,Autumn,Night (10pm-2am),Brazil,Suburban,360,Vandalism,1.4,3,Unknown,36-45,0,0,21.67,,Arrested,Open - Active,Police Station,25.7,3,15,Yes,No,No,Full Coverage,No Lighting,1,57.4,No
2023,7,Saturday,Autumn,Night (10pm-2am),Germany,Rural,99,Assault,6.9,2,Male,26-35,1,0,265.45,Blunt Object,Arrested,Closed - Solved,Police Station,98.4,4,10,No,No,No,No Coverage,Poorly Lit,2,48.8,No
2022,10,Monday,Summer,Night (10pm-2am),India,Suburban,75,Fraud,4.3,1,Male,36-45,0,0,978.38,,Under Investigation,Closed - Solved,Community Report,4.1,5,25,Yes,No,No,Partial Coverage,Poorly Lit,1,77.6,No
2024,5,Thursday,Spring,Late Night (2am-6am),Canada,Urban,2115,Vandalism,1.8,1,Male,65+,0,0,34.11,Blunt Object,Unknown,Closed - Solved,Police Station,35.6,1,57,No,Unknown,No,Partial Coverage,Well Lit,3,19.1,No
2021,6,Sunday,Spring,Night (10pm-2am),Germany,Rural,56,Theft,3.8,1,Male,18-25,0,0,71.72,Firearm,Unknown,Closed - Solved,Police Station,43.0,3,10,No,No,Yes,No Coverage,Well Lit,3,72.7,No
2024,1,Monday,Summer,Night (10pm-2am),India,Suburban,778,Burglary,4.1,4,Male,36-45,0,0,417.05,Knife,At Large,Open - Cold Case,Anonymous Tip,35.1,2,21,No,Yes,No,Partial Coverage,Partially Lit,5,73.4,No
2020,1,Friday,Spring,Evening (6pm-10pm),Mexico,Urban,1140,Theft,2.7,2,Male,36-45,0,0,290.14,Knife,Unknown,Open - Active,Police Station,16.9,5,19,Yes,Yes,No,No Coverage,Well Lit,2,69.4,No
2020,2,Friday,Winter,Evening (6pm-10pm),South Africa,Urban,4694,Drug Offense,5.0,2,Male,56-65,0,0,41.43,Knife,Arrested,Closed - Solved,Emergency Call,34.7,3,37,Yes,No,Unknown,No Coverage,Well Lit,4,68.6,No
2024,11,Tuesday,Winter,Afternoon (12pm-6pm),Brazil,Rural,53,Robbery,8.1,1,Male,46-55,4,1,1058.7,,At Large,Open - Cold Case,Police Station,50.8,3,19,Unknown,Yes,No,Partial Coverage,Poorly Lit,2,67.6,Yes
2021,4,Sunday,Autumn,Evening (6pm-10pm),USA,Rural,30,Theft,3.6,1,Female,36-45,0,0,194.23,Unknown,Under Investigation,Open - Active,Police Station,12.5,2,8,No,No,No,No Coverage,Poorly Lit,5,46.8,No
2023,11,Thursday,Summer,Evening (6pm-10pm),Germany,Suburban,392,Domestic Violence,7.6,1,Male,26-35,3,0,59.15,,At Large,Closed - Unsolved,Police Station,34.0,2,44,Yes,No,Unknown,Partial Coverage,Partially Lit,2,74.4,No
2024,9,Saturday,Autumn,Late Night (2am-6am),Egypt,Rural,142,Assault,6.0,3,Male,46-55,2,0,87.01,Unknown,Arrested,Closed - Unsolved,Emergency Call,17.2,10,20,No,No,Yes,Full Coverage,Well Lit,2,31.9,No
2024,7,Sunday,Spring,Evening (6pm-10pm),South Africa,Rural,93,Assault,5.9,4,Female,36-45,4,0,39.21,,Arrested,Closed - Unsolved,Emergency Call,127.3,1,35,Yes,No,No,Partial Coverage,Partially Lit,6,76.5,Yes
2024,6,Sunday,Winter,Morning (6am-12pm),Germany,Urban,9157,Arson,6.1,1,Male,65+,2,0,68.26,Knife,Acquitted,Open - Active,Emergency Call,4.6,1,60,Yes,No,Yes,Partial Coverage,Well Lit,0,29.9,No
2021,1,Sunday,Autumn,Night (10pm-2am),UK,Urban,870,Theft,4.9,3,Male,26-35,0,0,687.73,Knife,At Large,Open - Cold Case,Community Report,14.0,2,50,No,Yes,No,Partial Coverage,Well Lit,3,64.2,No
2023,5,Wednesday,Spring,Morning (6am-12pm),Australia,Urban,3458,Sexual Assault,8.5,2,Male,18-25,3,0,326.91,,Convicted,Open - Active,Emergency Call,27.1,2,13,No,No,No,No Coverage,Partially Lit,1,47.0,No
2020,11,Wednesday,Summer,Morning (6am-12pm),Pakistan,Urban,4264,Sexual Assault,8.5,1,Male,46-55,0,0,236.96,,Arrested,Closed - Unsolved,Police Station,22.0,2,31,No,Yes,No,Partial Coverage,Poorly Lit,2,36.3,Yes
2022,12,Tuesday,Autumn,Afternoon (12pm-6pm),Brazil,Urban,3156,Murder,9.8,3,Female,65+,0,3,93.3,Unknown,Acquitted,Closed - Solved,Anonymous Tip,18.6,2,16,Unknown,No,No,Full Coverage,Well Lit,1,48.8,No
2024,4,Sunday,Autumn,Afternoon (12pm-6pm),Brazil,Suburban,231,Theft,2.9,3,Male,36-45,0,0,3778.2,,Under Investigation,Closed - Unsolved,Anonymous Tip,69.8,6,52,Unknown,No,Unknown,Partial Coverage,Well Lit,4,79.0,No
2022,5,Monday,Autumn,Evening (6pm-10pm),Pakistan,Urban,2288,Theft,3.0,1,Female,Under 18,0,0,396.07,Knife,Unknown,Open - Active,Emergency Call,22.7,6,48,No,Unknown,Yes,Full Coverage,Well Lit,3,51.9,No
2023,11,Friday,Spring,Night (10pm-2am),Brazil,Rural,106,Trafficking,9.3,1,Female,26-35,0,0,3245.11,Blunt Object,Acquitted,Open - Cold Case,Police Station,54.8,3,12,Yes,No,No,No Coverage,Poorly Lit,6,54.3,No
2022,9,Friday,Spring,Morning (6am-12pm),Nigeria,Suburban,209,Robbery,8.4,1,Male,18-25,4,1,102.48,Firearm,At Large,Open - Active,Emergency Call,28.9,4,16,Yes,No,No,Partial Coverage,No Lighting,3,84.7,No
2023,12,Saturday,Summer,Morning (6am-12pm),Pakistan,Urban,681,Sexual Assault,9.1,1,Male,56-65,4,0,76.74,Knife,Convicted,Open - Active,Police Station,23.4,2,14,Yes,No,No,Partial Coverage,Partially Lit,1,58.0,No
2024,3,Monday,Autumn,Evening (6pm-10pm),USA,Urban,3267,Theft,4.4,1,Female,26-35,0,0,1663.21,Knife,Under Investigation,Closed - Solved,Police Station,4.7,5,50,No,No,No,Full Coverage,Well Lit,2,31.8,No
2020,4,Saturday,Autumn,Late Night (2am-6am),Germany,Rural,134,Vandalism,2.7,1,Male,Under 18,0,0,90.0,Firearm,Under Investigation,Open - Cold Case,Online Portal,16.1,3,77,No,No,No,Partial Coverage,Well Lit,1,58.8,No
2023,8,Friday,Spring,Afternoon (12pm-6pm),Indonesia,Urban,1600,Fraud,6.5,2,Female,36-45,0,0,553.61,,Arrested,Open - Cold Case,Police Station,7.2,1,84,Unknown,No,No,No Coverage,Poorly Lit,4,56.9,No
2024,3,Saturday,Summer,Afternoon (12pm-6pm),Germany,Suburban,588,Fraud,5.2,1,Male,46-55,0,0,520.37,,At Large,Closed - Solved,Emergency Call,16.0,4,13,Yes,No,No,Full Coverage,Partially Lit,3,76.7,No
2022,3,Wednesday,Spring,Afternoon (12pm-6pm),Pakistan,Remote,32,Assault,5.7,1,Male,65+,1,0,261.66,Unknown,Arrested,Closed - Unsolved,Emergency Call,72.8,3,7,Yes,No,Yes,Partial Coverage,Well Lit,4,54.6,Yes
2020,9,Thursday,Winter,Afternoon (12pm-6pm),Indonesia,Rural,378,Theft,3.6,2,Male,56-65,0,0,207.48,,Arrested,Pending Trial,Anonymous Tip,6.1,3,20,Yes,Yes,No,Partial Coverage,Well Lit,2,38.7,No
2023,5,Monday,Winter,Afternoon (12pm-6pm),Egypt,Urban,3716,Burglary,6.1,1,Male,26-35,0,0,2595.72,,At Large,Closed - Unsolved,Emergency Call,23.4,6,58,Unknown,No,No,Full Coverage,Well Lit,1,51.2,Yes
2022,10,Sunday,Summer,Night (10pm-2am),Brazil,Suburban,540,Fraud,5.6,1,Male,26-35,0,0,374715.34,,Under Investigation,Closed - Solved,Police Station,8.1,3,11,Yes,Unknown,Yes,Partial Coverage,Well Lit,1,42.7,No
2021,1,Saturday,Autumn,Morning (6am-12pm),Mexico,Urban,832,Assault,5.7,1,Female,56-65,4,0,176.45,Unknown,Unknown,Open - Active,Emergency Call,36.1,2,71,Yes,Unknown,No,Partial Coverage,Poorly Lit,5,38.4,Yes
2024,7,Sunday,Summer,Night (10pm-2am),USA,Urban,1013,Theft,2.1,1,Female,18-25,0,0,933.04,Firearm,Under Investigation,Closed - Solved,Police Station,29.3,2,4,Unknown,No,No,Partial Coverage,No Lighting,3,34.3,No
2022,7,Thursday,Winter,Night (10pm-2am),Egypt,Rural,44,Cybercrime,3.8,1,Male,26-35,0,0,8046.82,Knife,Convicted,Closed - Solved,Online Portal,34.4,5,115,Yes,No,Unknown,No Coverage,Partially Lit,2,67.8,No
2024,6,Friday,Autumn,Night (10pm-2am),UK,Rural,99,Vandalism,4.0,3,Female,36-45,0,0,35.49,,Under Investigation,Closed - Solved,Police Station,49.0,5,31,No,No,Yes,Full Coverage,Poorly Lit,2,30.2,No
